,eng,fre
7734,He does it fast.,Él lo hace rápido.
7735,He drank a beer.,Él se bebió una cerveza.
7736,He felt at home.,Se sintió en casa.
7737,He felt at home.,Se sentía en casa.
7738,He gave up hope.,Él desechó la esperanza.
7739,He gets up at 7.,Él se levanta a las 7.
7740,He got into bed.,Se metió en la cama.
7741,He got the ball.,Él consiguió el balón.
7742,He had a stroke.,Le dio un derrame cerebral.
7743,He had a stroke.,Él tuvo un golpe.
7744,He had jeans on.,Él llevaba unos vaqueros.
7745,He had jeans on.,Él llevaba jeans puestos.
7746,He has a Toyota.,Él tiene un Toyota.
7747,He has a camera.,Él tiene una cámara.
7748,He has a hat on.,Él tiene puesto un sombrero.
7749,He has a hat on.,Él lleva un sombrero puesto.
7750,He has a racket.,Él tiene una raqueta.
7751,He has a ticket.,Él tiene un boleto.
7752,He has gone mad.,Él se ha vuelto loco.
7753,He has gone out.,Él salió.
7754,He has ten cows.,Él tiene diez vacas.
7755,He has two cars.,Él tiene dos coches.
7756,He has two cats.,Él tiene dos gatos.
7757,He has two dogs.,Él tiene dos perros.
7758,He hit the mark.,Él dio en el blanco.
7759,He is Ethiopian.,Es etíope.
7760,He is a bad boy.,Él es un chico travieso.
7761,He is a dreamer.,Él es un soñador.
7762,He is a painter.,Él es un pintor.
7763,He is a painter.,Él es pintor.
7764,He is a student.,Él es estudiante.
7765,He is a teacher.,Él es profesor.
7766,He is depressed.,Él está deprimido.
7767,He is my father.,Él es mi padre.
7768,He is not there.,No está ahí.
7769,He is not young.,Él no es joven.
7770,He is off today.,Él está libre hoy.
7771,He is unmarried.,Él no está casado.
7772,He is unmarried.,Él está soltero.
7773,He is very fast.,Él es muy rápido.
7774,He is very kind.,Es muy amable.
7775,He is very kind.,Él es muy amable.
7776,He is very sick.,Está muy enfermo.
7777,He is very tall.,Él es muy alto.
7778,He is well paid.,A él le pagan bien.
7779,He just arrived.,Acaba de llegar.
7780,He kept singing.,Él siguió cantando.
7781,He kept talking.,Él seguía hablando.
7782,He likes Disney.,Le gusta Disney.
7783,He likes soccer.,A él le gusta el fútbol.
7784,He likes tigers.,A él le gustan los tigres.
7785,He likes to run.,Le gusta correr.
7786,He looks gloomy.,Él se ve triste.
7787,He looks strong.,Él parece fuerte.
7788,He loves coffee.,Le encanta el café.
7789,He loves trains.,Adora los trenes.
7790,He loves trains.,Le encantan los trenes.
7791,He loves trains.,Él ama los trenes.
7792,He loves trains.,Le gustan los trenes.
7793,He made a robot.,Él construyó un robot.
7794,He made her cry.,Le hizo llorar.
7795,He made me sing.,Él me hizo cantar.
7796,He may be there.,Él puede estar allá.
7797,He may not come.,Él puede que no venga.
7798,He mentioned it.,Él lo mencionó.
7799,He never laughs.,Él nunca ríe.
7800,He never laughs.,Él jamás se ríe.
7801,He plays soccer.,Él juega fútbol.
7802,He pressured me.,Él me presionó.
7803,He said nothing.,No dijo nada.
7804,He sang off key.,Él cantó desafinado.
7805,He saw the girl.,Él vio a la muchacha.
7806,He saw the girl.,Vio a la niña.
7807,He seems honest.,Él parece honesto.
7808,He seems hungry.,Él se ve hambriento.
7809,He sells whisky.,Él vende whisky.
7810,He tends to lie.,Él tiene tendencia a mentir.
7811,He walks slowly.,Él camina despacio.
7812,He was cheating.,Estaba haciendo trampa.
7813,He was speaking.,Él estaba hablando.
7814,He was standing.,Él estaba parado.
7815,He was standing.,Él estaba de pie.
7816,He went fishing.,Él fue a pescar.
7817,He went to Nara.,Él fue a Nara.
7818,He will also go.,Él también irá.
7819,He will survive.,Sobrevivirá.
7820,He wore glasses.,Él llevaba gafas.
7821,He writes books.,Él escribe libros.
7822,He writes books.,Escribe libros.
7823,He's a bad liar.,Él es un mal mentiroso.
7824,He's a bad liar.,Él miente mal.
7825,He's a comedian.,Él es comediante.
7826,He's a freshman.,Está en el primer año de universidad.
7827,He's a gardener.,Él es jardinero.
7828,He's a good guy.,Es un buen hombre.
7829,He's a good guy.,Él es de primera.
7830,He's a good man.,Es un buen hombre.
7831,He's dead-tired.,Está muerto de cansancio.
7832,He's going bald.,Se está quedando calvo.
7833,He's her friend.,Él es su amigo.
7834,He's her friend.,Él es amigo de ella.
7835,He's kind to me.,Él es amable conmigo.
7836,He's my husband.,Él es mi marido.
7837,He's not a hero.,Él no es un héroe.
7838,He's not stupid.,Él no es estúpido.
7839,He's not stupid.,No es estúpido.
7840,He's very angry.,Está realmente enfadado.
7841,He's wide awake.,Él está muy despierto.
7842,Her face lit up.,Su rostro se iluminó.
7843,Her father died.,Su padre murió.
7844,Her hair is dry.,Ella tiene el cabello seco.
7845,Here I am again.,Acá estoy otra vez.
7846,Here is the map.,Aquí está el mapa.
7847,Here's your bag.,Aquí está tu bolsa.
7848,"Here, take this.",Coge esto.
7849,"Here, take this.","Toma, coge esto."
7850,"Here, try it on.","Ten, pruébatelo."
7851,Hey. I know you.,"¡Eh, yo te conozco!"
7852,Hi! How are you?,¡Hola! ¿Qué tal?
7853,Hi! How are you?,¡Hola! ¿Cómo estás?
7854,Hi! How are you?,¡Hola! ¿Qué tal estás?
7855,His ID was fake.,Su identificación era falsa.
7856,His word is law.,Su palabra es ley.
7857,"Hold on, please.","Espere, por favor."
7858,Horses run fast.,Los caballos corren rápido.
7859,How about 12:45?,¿Qué tal a las 12:45?
7860,How are you all?,¿Cómo están todos?
7861,How are you now?,¿Cómo estáis ahora?
7862,How are you now?,¿Cómo estás ahora?
7863,How big you are!,¡Qué alto eres!
7864,How big you are!,¡Qué grande eres!
7865,How could it be?,¿Cómo puede ser?
7866,How did Tom die?,¿Cómo murió Tom?
7867,How do we do it?,¿Cómo lo hacemos?
7868,How do you feel?,¿Cómo te sientes?
7869,How do you feel?,¿Cómo te encuentras?
7870,How do you feel?,¿Cómo se siente?
7871,How do you feel?,¿Cómo os sentís?
7872,How do you feel?,¿Cómo se sienten?
7873,How do you know?,¿Cómo lo sabes?
7874,How humiliating!,¡Qué humillante!
7875,How interesting!,¡Qué interesante!
7876,How is everyone?,¿Cómo están todos?
7877,How is your dad?,¿Cómo está tu padre?
7878,How old are you?,¿Qué edad tienes?
7879,How rude of you!,¡Qué grosero!
7880,How small is it?,¿Cómo de pequeño es?
7881,How unfortunate!,¡Qué desafortunado!
7882,How will it end?,¿Cómo terminará?
7883,How's Tom doing?,¿Cómo está Tom?
7884,How's everybody?,¿Cómo están todos?
7885,How's your cold?,¿Cómo anda tu resfriado?
7886,How's your wife?,¿Cómo está tu mujer?
7887,"Hurry up, child!",¡Apúrate niña!
7888,"Hurry up, girls.","¡Apúrensen, muchachas!"
7889,I ache all over.,Me duele todo.
7890,I almost did it.,Casi lo hago.
7891,I am a good boy.,Soy un buen tipo.
7892,I am a good boy.,Soy un buen niño.
7893,I am busy today.,Hoy estoy ocupado.
7894,I am busy today.,Hoy estoy ocupada.
7895,I am from China.,Soy de China.
7896,I am from Spain.,Soy de España.
7897,I am from Tokyo.,Soy de Tokio.
7898,"I am going, too.",Yo también voy.
7899,"I am going, too.",Yo también me voy.
7900,I am in trouble.,Estoy en problemas.
7901,I am not afraid.,No tengo miedo.
7902,I am not afraid.,No estoy asustado.
7903,I am not eating.,No estoy comiendo.
7904,I am undressing.,Me estoy desvistiendo.
7905,I am undressing.,Me estoy quitando la ropa.
7906,I am undressing.,Me estoy desnudando.
7907,I am undressing.,Me estoy sacando la ropa.
7908,I am very tired.,Estoy muy cansado.
7909,I ate the apple.,Me comí la manzana.
7910,I bit my tongue.,Me mordí la lengua.
7911,I booked a seat.,Reservé un lugar.
7912,I bought a book.,Compré un libro.
7913,I broke my back.,Me quebré la espalda.
7914,I called Tom up.,Llamé a Tom.
7915,I called her up.,La llamé.
7916,I called him up.,Lo llamé.
7917,I can afford it.,Me lo puedo permitir.
7918,I can afford it.,Puedo permitírmelo.
7919,I can come back.,Puedo regresar.
7920,I can do it now.,Lo puedo hacer ahora
7921,I can handle it.,Puedo apañármelas.
7922,I can sing well.,Puedo cantar bien.
7923,I can swim fast.,Yo puedo nadar rápido.
7924,I can swim well.,Sé nadar bien.
7925,I can't bear it.,No lo aguanto.
7926,I can't bear it.,No puedo soportarlo.
7927,I can't breathe.,No puedo respirar.
7928,I can't feel it.,No lo puedo sentir.
7929,I can't find it.,No puedo encontrarlo.
7930,I can't give up.,No puedo rendirme.
7931,I can't go back.,No puedo volver.
7932,I can't go home.,No puedo ir a casa.
7933,I can't hear it.,No lo puedo oír.
7934,I can't hear it.,No puedo oírlo.
7935,I can't help it.,No puedo evitarlo.
7936,I can't let you.,No te lo puedo permitir.
7937,I can't make it.,No puedo hacerlo.
7938,I can't see Tom.,No puedo ver a Tom.
7939,I can't see you.,No puedo verte.
7940,I can't see you.,No puedo veros.
7941,I can't see you.,No puedo verle.
7942,I can't see you.,No puedo verlos.
7943,I can't undo it.,No puedo deshacerlo.
7944,I caught a cold.,Me resfrié.
7945,I chickened out.,Me acobardé.
7946,I cooked dinner.,Cociné la cena.
7947,I couldn't stop.,No podría parar.
7948,I couldn't stop.,No pude parar.
7949,I couldn't walk.,No podía caminar.
7950,I cut my finger.,Me corté el dedo.
7951,I did it myself.,Lo hice yo.
7952,I didn't listen.,No escuché.
7953,I didn't say it.,No lo he dicho.
7954,I didn't see it.,No lo vi.
7955,I do that a lot.,Lo hago mucho.
7956,I do understand.,Claro que lo entiendo.
7957,I do understand.,Sí que lo entiendo.
7958,I do understand.,Sí que lo comprendo.
7959,I do understand.,Ya lo he pillado.
7960,I don't need it.,No lo necesito.
7961,I don't see him.,No lo veo.
7962,I don't see you.,No te veo.
7963,I escaped death.,Huí de la muerte.
7964,I fed the goats.,Alimenté a las cabras.
7965,I feel betrayed.,Me siento traicionada.
7966,I feel feverish.,Estoy febril.
7967,I feel helpless.,Me siento impotente.
7968,I feel helpless.,Me siento desamparado.
7969,I feel helpless.,Me siento indefenso.
7970,I feel helpless.,Me siento inútil.
7971,I feel homesick.,Extraño mi hogar.
7972,I feel relieved.,Me siento aliviado.
7973,I feel terrible.,Me siento fatal.
7974,I felt left out.,Me sentía excluido.
7975,I felt left out.,Me sentí rechazado.
7976,I felt left out.,Sentí que me daban de lado.
7977,I forgot my key.,Olvidé mi llave.
7978,I forgot my pen.,Olvidé mi pluma.
7979,I found my book.,Encontré mi libro.
7980,I get up at six.,Me levanto a las seis.
7981,I got sunburned.,Me quemé con el sol.
7982,I got sunburned.,Me tosté con el sol.
7983,I got up at six.,Yo me levanté a las seis.
7984,I guess it's OK.,Supongo que está bien.
7985,I guessed right.,Lo adiviné correctamente.
7986,I guessed right.,Acerté.
7987,I had my doubts.,Tenía mis dudas.
7988,I had no choice.,No tuve opción.
7989,I had no doubts.,No tenía dudas.
7990,I had to resign.,Tuve que renunciar.
7991,I hate fighting.,Odio pelear.
7992,I hate fighting.,Detesto pelear.
7993,I hate football.,Odio el fútbol.
7994,I hate politics.,Odio la política.
7995,I hate raccoons.,Odio los mapaches.
7996,I hate reptiles.,Odio a los reptiles.
7997,I hate studying.,Odio estudiar.
7998,I hate tomatoes.,Odio los tomates.
7999,I have a goatee.,Tengo barbita de chivo.
8000,I have an apple.,Tengo una manzana.
8001,I have bad news.,Tengo malas noticias.
8002,I have dandruff.,Tengo caspa.
8003,I have homework.,Tengo tarea.
8004,I have no fever.,No tengo fiebre.
8005,I have no money.,No tengo un duro.
8006,I have no money.,No tengo dinero.
8007,I have no money.,No tengo un centimo.
8008,I have no money.,No tengo un chavo.
8009,I have no money.,No tengo un mango.
8010,I have returned.,He vuelto.
8011,I have returned.,Volví.
8012,I have ten pens.,Tengo diez lapiceras.
8013,I have ten pens.,Tengo diez bolígrafos.
8014,I have to hurry!,¡Tengo que apurarme!
8015,I have two cars.,Tengo dos automóviles.
8016,I have two cars.,Tengo dos coches.
8017,I have two cats.,Tengo dos gatos.
8018,I have two jobs.,Tengo dos trabajos.
8019,I hear only you.,Yo sólo te escucho.
8020,I hear the drum.,Oigo los tambores.
8021,I heard a shout.,He oído gritar a alguien.
8022,I hope it helps.,Espero que te sirva.
8023,I hope it rains.,Espero que llueva.
8024,I hurt my ankle.,Me hice daño en el tobillo.
8025,I hurt my elbow.,Me hice daño en el codo.
8026,I hurt my elbow.,Me lastimé el codo.
8027,I imagined that.,Me imaginé eso.
8028,I just miss him.,Sencillamente lo extraño.
8029,I keep sneezing.,Sigo estornudando.
8030,I knew we'd win.,Sabía que ganaríamos.
8031,I know Tom lied.,Sé que Tom mintió.
8032,I know all that.,Yo sé todo eso.
8033,I know all that.,Sé todo eso.
8034,I know her well.,La conozco bien.
8035,I know her well.,Yo la conozco bien.
8036,I know his name.,Conozco su nombre.
8037,I know his name.,Sé cómo se llama.
8038,I know his name.,Sé cuál es su nombre.
8039,I know it hurts.,Sé que duele.
8040,I know it's hot.,Sé que está caliente.
8041,I know the girl.,Conozco a la chica.
8042,I know them all.,Los conozco a todos.
8043,I learned a lot.,Aprendí mucho.
8044,I like cartoons.,Me gustan los dibujos animados.
8045,I like cartoons.,Me gustan las caricaturas.
8046,I like climbing.,Me gusta la escalada.
8047,I like my house.,Me gusta mi casa.
8048,I like old cars.,Me gustan los coches viejos.
8049,I like sleeping.,Me gusta dormir.
8050,I like swimming.,Me gusta nadar.
8051,I like teaching.,Me gusta enseñar.
8052,I like that dog.,Me gusta ese perro.
8053,I like that dog.,Me gusta aquel perro.
8054,I like that job.,Me gusta ese trabajo.
8055,I like that tie.,Me gusta aquella corbata.
8056,I like the cold.,Me agrada el frío.
8057,I like the heat.,Me gusta el calor.
8058,I like them all.,Me gustan todos.
8059,I like this cup.,Me gusta esta taza.
8060,I like this dog.,Me gusta este perro.
8061,I like to dance.,Me gusta bailar.
8062,I like your car.,Me gusta tu automóvil.
8063,I like your car.,Me gusta su coche.
8064,I like your car.,Me gusta tu coche.
8065,I like your cat.,Me gusta su gato.
8066,I like your dog.,Me gusta vuestro perro.
8067,I like your job.,Me gusta tu trabajo.
8068,I like your tie.,Me gusta tu corbata.
8069,I live in Hyogo.,Yo vivo en Hyogo.
8070,I live in Japan.,Vivo en Japón.
8071,I live in Milan.,Vivo en Milán.
8072,I lived in Rome.,Yo vivía en Roma.
8073,I lived in Rome.,Vivía en Roma.
8074,I looked around.,Miré a mi alrededor.
8075,I looked at Tom.,Miré a Tom.
8076,I lost interest.,Perdí las ganas.
8077,I lost my watch.,Perdí mi reloj.
8078,I lost the game.,Perdí el juego.
8079,I lost the game.,Perdí la partida.
8080,I love comedies.,Adoro las comedias.
8081,I love eggplant.,Adoro las berenjenas.
8082,I love eggplant.,Me encantan las berenjenas.
8083,I love learning.,Adoro aprender.
8084,I love the idea.,Me encanta la idea.
8085,I love this car.,Amo este auto.
8086,I love this job.,Me encanta este trabajo.
8087,I love to dance.,Me encanta bailar.
8088,I love to party.,Yo amo festejar.
8089,I love to teach.,Me encanta enseñar.
8090,I love to write.,Me gusta escribir.
8091,I love weddings.,Me encantan los casamientos.
8092,I love weddings.,Me encantan las bodas.
8093,I love you both.,Las amo a las dos.
8094,I love you both.,Los amo a los dos.
8095,I love you both.,Los quiero a ambos.
8096,I love you both.,Las quiero a ambas.
8097,I love your car.,Me gusta tu coche.
8098,I love your car.,Me encanta tu coche.
8099,I love your son.,Amo a tu hijo.
8100,I made that one.,Yo hice aquel.
8101,I meant no harm.,No quise herir a nadie.
8102,I met Tom today.,Hoy he conocido a Tom.
8103,"I miss you, Tom.","Tom, te echo de menos."
8104,I must be blind.,Debo de estar ciego.
8105,I must find Tom.,Tengo que encontrar a Tom.
8106,I must find out.,Debo encontrarlo.
8107,I must go there.,Debo ir allá.
8108,I must help her.,Tengo que ayudarla.
8109,I must help him.,Debo ayudarlo.
8110,I must obey Tom.,Debo obedecer a Tom.
8111,I must tell Tom.,Tengo que decírselo a Tom.
8112,I must warn him.,Debo advertirle.
8113,I need Internet.,Necesito Internet.
8114,I need a doctor.,Necesito un doctor.
8115,I need a ladder.,Necesito una escalera.
8116,I need a lawyer.,Necesito un abogado.
8117,I need a pencil.,Necesito un lápiz.
8118,I need a shower.,Necesito una ducha.
8119,I need a tissue.,Necesito un pañuelo.
8120,I need a weapon.,Necesito un arma.
8121,I need his help.,Necesito su ayuda.
8122,I need my pills.,Necesito mis pastillas.
8123,I need one more.,Necesito uno más.
8124,I need one more.,Necesito una más.
8125,I need scissors.,Necesito unas tijeras.
8126,I need somebody.,Necesito a alguien.
8127,I need this job.,Necesito ese empleo.
8128,I need to go in.,Necesito entrar.
8129,I need to shave.,Tengo que afeitarme.
8130,I need to sleep.,Necesito dormir.
8131,I need you here.,Te necesito aquí.
8132,I never do that.,No lo hago nunca.
8133,I never give up.,Nunca me rindo.
8134,I never give up.,No me rindo nunca.
8135,I never said no.,Nunca dije que no.
8136,I never saw you.,No te he visto nunca.
8137,I often see him.,Yo le veo a menudo.
8138,I only need Tom.,Solo necesito a Tom.
8139,I only want Tom.,Solo quiero a Tom.
8140,I ordered pizza.,Pedí pizza.
8141,I outwitted him.,Le burlé.
8142,I owe Tom money.,Le debo dinero a Tom.
8143,I paid my bills.,Pagué mis cuentas.
8144,I paid the bill.,Pagué la cuenta.
8145,I play baseball.,Juego al béisbol.
8146,I play football.,Juego al fútbol.
8147,I play the bass.,Toco el bajo.
8148,I play the harp.,Toco el arpa.
8149,I play with him.,Juego con él.
8150,I played soccer.,Jugaba al fútbol.
8151,I played tennis.,Yo jugué al tenis.
8152,I played tennis.,Yo jugaba al tenis.
8153,I prefer biking.,Prefiero ir en bicicleta.
8154,I ran for mayor.,Yo competí para alcalde.
8155,I rang the bell.,Soné la campana.
8156,I rang the bell.,Soné la campanilla.
8157,I read a letter.,Leo una carta.
8158,I read a letter.,Estoy leyendo una carta.
8159,I read a letter.,He leído una carta.
8160,I read a letter.,Leí una carta.
8161,I read his book.,Leí su libro.
8162,I read the book.,Leo el libro.
8163,I read the book.,Me leí el libro.
8164,I recognize him.,Lo reconozco.
8165,I relied on him.,Yo confiaba en él.
8166,I relied on him.,Conté con él.
8167,I remember them.,Me acuerdo de ellos.
8168,I remember them.,Me acuerdo de ellas.
8169,I run every day.,Corro todos los días.
8170,I saw Tom leave.,Vi irse a Tom.
8171,I saw Tom naked.,Vi a Tomás desnudo.
8172,I saw Tom today.,Hoy he visto a Tom.
8173,I saw her again.,La vi nuevamente.
8174,I saw her again.,La volví a ver.
8175,I saw him again.,Volví a encontrarme con él.
8176,I saw him again.,Le vi nuevamente.
8177,I saw him first.,Yo lo vi primero.
8178,I saw him naked.,Le he visto desnudo.
8179,I saw you on TV.,Te vi en la tele.
8180,I saw you on TV.,Lo vi a usted en la tele.
8181,I see his house.,Yo veo su casa.
8182,I see the crown.,Veo la corona.
8183,I see the crown.,Estoy viendo la corona.
8184,I see the queen.,Veo a la reina.
8185,I shook my head.,Sacudí mi cabeza.
8186,I slept all day.,Dormí todo el día.
8187,I speak English.,Hablo inglés.
8188,I speak Spanish.,Hablo español.
8189,I stay in Osaka.,Me quedo en Osaka.
8190,I study English.,Estudio inglés.
8191,I talked to Tom.,Hablé con Tom.
8192,I talked to her.,Le hablé a ella.
8193,I think it's OK.,Creo que está bien.
8194,"I think so, too.",Yo también lo creo.
8195,I took her home.,Llevé a la chica a su casa.
8196,I totally agree.,Estoy totalmente de acuerdo.
8197,I tried to help.,Yo traté de ayudar.
8198,I tried to hide.,Traté de esconderme.
8199,I understand it.,Lo entiendo.
8200,I understand it.,Lo comprendo.
8201,I voted for Tom.,Voté por Tom.
8202,I wake up early.,Despierto temprano.
8203,I want a doctor.,Quiero un doctor.
8204,I want a dollar.,Quiero un dólar.
8205,I want a family.,Quiero una familia.
8206,I want a friend.,Quiero tener un amigo.
8207,I want a lawyer.,Quiero un abogado.
8208,I want a refund.,Quiero una devolución.
8209,I want his help.,Necesito de su ayuda.
8210,I want my mommy.,Quiero a mi mamá.
8211,I want my money.,Quiero mi plata.
8212,I want my stuff.,Quiero mis cosas.
8213,I want that bag.,Quiero esa bolsa.
8214,I want that bag.,Quiero aquella bolsa.
8215,I want that job.,Quiero ese trabajo.
8216,I want that one.,Quiero aquél.
8217,I want the best.,Quiero lo mejor.
8218,I want this cat.,Quiero este gato.
8219,I want to dance.,Quiero bailar.
8220,I want to drive.,Quiero conducir.
8221,I want to drive.,Quiero manejar.
8222,I want to learn.,Quiero aprender.
8223,I want to leave.,Me quiero ir.
8224,I wanted to cry.,Quise llorar.
8225,I wanted to pay.,Quise pagar.
8226,I was a teacher.,Yo era profesor.
8227,I was a teacher.,Yo era profesora.
8228,I was at school.,Yo estaba en el colegio.
8229,I was born here.,Nací aquí.
8230,I was concerned.,Estaba preocupado.
8231,I was concerned.,Estaba preocupada.
8232,I was disgusted.,Yo estaba indignado.
8233,I was dismissed.,Fui despedido.
8234,I was exhausted.,Estaba extenuado.
8235,I was impressed.,Estaba impresionada.
8236,I was in Boston.,Estuve en Boston.
8237,I was listening.,Estaba escuchando.
8238,I was not drunk.,No estaba borracho.
8239,I was not drunk.,Yo no estaba borracho.
8240,I was petrified.,Estaba petrificado.
8241,I was satisfied.,Quedé satisfecho.
8242,I was skeptical.,Era escéptico.
8243,I was surprised.,Me sorprendió.
8244,I was too small.,Yo era demasiado pequeño.
8245,I was too small.,Yo era muy pequeño.
8246,I wasn't honest.,No fui honesto.
8247,I watch the BBC.,Veo la BBC.
8248,I went shopping.,Fui de compras.
8249,I went to Paris.,Fui a París.
8250,I will continue.,Seguiré.
8251,I will go at 10.,Voy a las 10.
8252,I will help you.,Yo te ayudaré.
8253,I will miss you.,Te voy a extrañar.
8254,I will miss you.,Te echaré de menos.
8255,I will miss you.,Os echaré de menos.
8256,I will stop you.,Yo te detendré.
8257,I will watch it.,Lo miraré.
8258,I wish you luck.,Le deseo suerte.
8259,I won't go away.,No me voy a ir.
8260,I won't read it.,No voy a leerlo.
8261,I work with him.,Trabajo con él.
8262,I wouldn't care.,No me importaría.
8263,I'd be grateful.,Estaría agradecido.
8264,I'd do it again.,Lo volvería a hacer.
8265,I'd do it again.,Lo haría otra vez.
8266,I'd like a fork.,Quisiera un tenedor.
8267,I'd rather read.,Prefiero leer.
8268,I'd rather stay.,Preferiría quedarme.
8269,I'd rather stay.,Prefiero quedarme.
8270,I'd rather walk.,Preferiría caminar.
8271,I'll allow this.,Yo permitiré esto.
8272,I'll allow this.,Voy a permitir esto.
8273,I'll arrange it.,Lo arreglaré.
8274,I'll arrange it.,Voy a arreglarlo.
8275,I'll ask around.,Preguntaré por ahí.
8276,I'll ask around.,Voy a preguntar por ahí.
8277,I'll assist you.,Te voy a ayudar.
8278,I'll assist you.,Yo te ayudo.
8279,I'll be glad to.,Estaré contento.
8280,I'll be glad to.,Con placer.
8281,I'll be glad to.,Será un placer.
8282,I'll be patient.,Seré paciente.
8283,I'll be waiting.,Estaré esperando.
8284,I'll be working.,Voy a estar trabajando.
8285,I'll bring wine.,Traeré vino.
8286,I'll buy a Ford.,Compraré un Ford.
8287,I'll call later.,Llamaré más tarde.
8288,I'll come by 10.,Vendré como a las 10.
8289,I'll do my best.,Daré lo mejor.
8290,I'll go by taxi.,Iré en taxi.
8291,I'll go do that.,Iré a hacer eso.
8292,I'll let Tom go.,Dejaré ir a Tom.
8293,I'll look it up.,Lo buscaré.
8294,I'll notify Tom.,Se lo haré saber a Tom.
8295,I'll pay for it.,Yo lo pagaré.
8296,I'll pay for it.,Pagaré por ello.
8297,I'll reward you.,Te premiaré.
8298,I'll reward you.,Te recompensaré.
8299,I'll sleep here.,Voy a dormir acá.
8300,I'll stay close.,Me quedaré cerca.
8301,I'll understand.,Lo entenderé.
8302,I'll understand.,Lo comprenderé.
8303,I'm Tom's uncle.,Soy el tío de Tom.
8304,I'm a Christian.,Soy cristiano.
8305,I'm a TV addict.,Soy un adicto a la TV.
8306,I'm a bit tired.,Estoy un poco cansada.
8307,I'm a carpenter.,Soy carpintero.
8308,I'm a carpenter.,Soy maderero.
8309,I'm a detective.,Soy detective.
8310,I'm a good cook.,Soy un buen cocinero.
8311,I'm a good cook.,Soy buena para cocinar.
8312,I'm a good cook.,Se me da bien la cocina.
8313,I'm a happy man.,Soy un hombre feliz.
8314,I'm a lifeguard.,Soy salvavidas.
8315,I'm a night owl.,Soy un ave nocturna.
8316,I'm a policeman.,Yo soy policía.
8317,I'm able to run.,Puedo correr.
8318,I'm able to ski.,Sé esquiar.
8319,I'm about ready.,Estoy casi listo.
8320,I'm about ready.,Estoy casi lista.
8321,I'm almost done.,Estoy casi listo.
8322,I'm almost done.,Casi he terminado.
8323,I'm almost sure.,Estoy casi segura.
8324,I'm always late.,Siempre estoy atrasado.
8325,I'm an engineer.,Soy ingeniero.
8326,I'm an engineer.,Soy un ingeniero.
8327,I'm an optimist.,Soy optimista.
8328,I'm at the bank.,Estoy en el banco.
8329,I'm at work now.,Ahora estoy en el trabajo.
8330,I'm aware of it.,Soy consciente de ello.
8331,I'm aware of it.,Estoy enterado de ello.
8332,I'm begging you.,Te estoy suplicando.
8333,I'm begging you.,Te estoy implorando.
8334,I'm calling you.,Te estoy llamando.
8335,I'm catching on.,Estoy comprendiendo.
8336,I'm color-blind.,Soy daltónico.
8337,I'm coming back.,Voy de vuelta.
8338,I'm coming home.,Vuelvo a casa.
8339,I'm cracking up.,Me carcajeo.
8340,I'm defenseless.,Estoy indefenso.
8341,I'm eating here.,Estoy comiendo aquí.
8342,I'm embarrassed.,Estoy avergonzado.
8343,I'm extroverted.,Soy extrovertida.
8344,I'm feeling bad.,Me siento mal.
8345,I'm from Boston.,Soy de Boston.
8346,I'm from Brazil.,Soy de Brasil.
8347,I'm from Canada.,Vengo de Canadá.
8348,I'm from Canada.,Soy de Canadá.
8349,I'm from Zambia.,Soy de Zambia.
8350,I'm getting old.,Me estoy haciendo viejo.
8351,I'm going to go.,Voy a ir.
8352,I'm helping Tom.,Estoy ayudando a Tom.
8353,I'm helping out.,Estoy ayudando.
8354,I'm helping you.,Te estoy ayudando.
8355,I'm in Portugal.,Estoy en Portugal.
8356,I'm in a pickle.,Estoy en apuros.
8357,I'm in a pickle.,Estoy en un aprieto.
8358,I'm in no hurry.,No llevo prisa.
8359,I'm in the bath.,Estoy en la bañadera.
8360,I'm just asking.,Solo pregunto.
8361,I'm just joking.,Solo bromeo.
8362,I'm leaving now.,Voy saliendo.
8363,I'm left-handed.,Soy zurdo.
8364,I'm lucky today.,Hoy es mi día.
8365,I'm lucky today.,Hoy tengo suerte.
8366,I'm my own boss.,Soy mi propio jefe.
8367,I'm nearsighted.,Soy miope.
8368,I'm new at this.,Soy nuevo en esto.
8369,I'm not English.,No soy inglés.
8370,I'm not alarmed.,No estoy preocupado.
8371,I'm not certain.,No estoy segura.
8372,I'm not chicken.,No soy gallina.
8373,I'm not jealous.,No soy celosa.
8374,I'm not kidding.,No estoy bromeando.
8375,I'm not married.,No estoy casado.
8376,I'm not married.,No estoy casada.
8377,I'm not nervous.,No estoy nervioso.
8378,I'm not patient.,No tengo paciencia.
8379,I'm not perfect.,No soy perfecta.
8380,I'm not serious.,No voy en serio.
8381,I'm not so sure.,No estoy tan seguro.
8382,I'm not special.,No soy especial.
8383,I'm not waiting.,No estoy esperando.
8384,I'm not wealthy.,No soy rico.
8385,I'm not working.,No estoy trabajando.
8386,I'm not yelling.,No estoy gritando.
8387,I'm now unarmed.,Ahora no estoy armado.
8388,I'm on vacation.,Estoy de vacaciones.
8389,I'm open-minded.,Soy de mente abierta.
8390,I'm quite tired.,Estoy bastante cansado.
8391,I'm rather busy.,Estoy bastante ocupado.
8392,I'm ready to go.,Estoy listo para irme.
8393,I'm responsible.,Soy alguien responsable.
8394,I'm responsible.,Soy responsable.
8395,I'm so confused.,Estoy muy confundida.
8396,I'm still alive.,Todavía estoy vivo.
8397,I'm still alive.,Sigo vivo.
8398,I'm still awake.,Todavía estoy despierto.
